,θ_wind (deg),U_hub (m/s),θ_wave_new (deg),Hs (m),Tp (s)
152228,216.825753500256,4.857701014251343,12.33080291748,0.975317239761,12.167666435242
198057,52.48601058084944,14.529926849687907,353.232696533203,1.743886232376,6.946000099182
128246,222.9832241145089,3.934703904004997,126.878555297852,0.679934859276,6.402478694916
38852,330.1839132961511,9.190164041134237,23.319564819335994,1.105601906776,11.825722694397
224432,80.64730243475553,7.707856362004881,330.390411376953,0.735731422901,7.964419364929
7579,14.9386091669475,17.64777339051233,4.626304626465,2.284116268158,9.431041717529
280349,223.3009047012373,9.06845808886257,92.277618408203,1.191781044006,7.779971599579
201387,322.5537388661155,8.415901689951067,42.36308288574199,0.817824304104,5.083056926727
204511,337.75926952488413,9.06958679031747,5.748397827147997,4.093193054199,12.25355052948
69694,23.670784167182884,7.3529957178156895,8.840461730957003,4.761775016785,15.645705223083
174566,244.1085394829004,13.035385368697993,48.408996582030994,3.774371623993,14.787510871887
184336,103.05279463362672,6.820152080767479,19.649620056152003,3.412764787674,15.311942100525
117671,18.597511541704232,6.432096862336745,27.454833984375,1.475044488907,10.061491966248
84797,32.375004510231776,21.556548377308044,338.55908203125,4.290036678314,8.903930664062
131811,20.225552619543468,11.997619686981135,7.551895141602003,4.488838195801,14.182678222656
175596,40.80713891101194,19.70346313759322,358.72119140625,3.537832021713,13.025361061096
21706,209.30719205871804,7.422308684898502,149.223114013672,0.733789920807,4.42431640625
50696,159.36536296880496,6.612502417474319,12.679222106934006,1.197583436966,10.540985107422
36357,64.70439076007503,8.732515320293128,319.397201538086,1.395901560783,9.363754272461
255773,280.0466980726381,5.979764729164999,37.820213317870994,1.551195859909,11.311049461365
212530,196.3137177012873,11.02772732559749,73.196624755859,2.536667585373,13.739363670349
221414,12.706622931133074,8.878659264355454,358.641357421875,2.520553588867,9.627958297729
197428,2.3822916339830105,11.593133868820065,349.305656433105,1.315104961395,5.275164604187
124748,247.8069329082366,5.688767996712019,37.947471618652,1.975895166397,12.278263092041
223273,24.98072678701691,7.9958987448616226,25.184211730957003,0.95417958498,5.919491767883
5080,150.6269061605141,1.301980966539361,356.690689086914,1.68483376503,7.618161678314
253074,264.39091808650363,11.307075487819716,54.07893371582,2.335165262222,12.279498100281
227489,151.7629187846472,6.967623935762731,328.301727294922,1.844787359238,12.448232650757
221670,113.14847522778904,5.185389923836489,31.625328063965,1.538504838943,14.028824806213
6637,22.58468422005746,13.513682150828972,27.440979003905998,1.93985581398,10.649936676025
20413,277.98132609295465,6.766623066618561,32.77628326416,1.104224085808,12.231987953186
267855,45.11715992131843,8.502213947674273,356.428016662598,1.743545651436,9.01530456543
192373,53.90008576946302,18.989994993058776,344.83462524414097,5.43575334549,14.265476226807
126488,227.7430203245886,7.675293152992619,42.614349365234006,2.005927085876,11.441879272461
146259,335.5490018438276,17.41125537428792,10.116470336914006,4.371401786804,10.806753158569
232977,332.9523973979106,7.170678941604728,14.079711914062004,0.851293623447,5.541356563568
163196,4.990740525796688,1.0973694321628105,6.315986633300994,1.309005856514,10.381596565247
278091,29.45372270610917,6.0788204983712735,7.59383392334,1.867807388306,12.73048210144
78006,254.39029653408068,19.20867877041908,95.46598815918,3.357978343964,7.548136234283
81744,84.5327792923408,13.445905362201062,339.802551269531,1.587059378624,10.822648048401
173054,324.2496372475592,6.976378194780765,14.047660827637005,1.156506419182,6.759408473969
147563,177.45513875960577,11.199028871132128,193.656219482422,1.533078789711,6.005052089691
196645,24.391896611725105,7.642054759548914,4.92463684082,1.367295622826,7.239224433899
118000,254.77713325678872,10.77320488285173,101.064529418945,1.274632692337,5.800268173218
105679,205.0757761148693,5.706019363693777,8.541358947754006,2.912567138672,14.150727272034
7753,240.12948762050644,12.384881078762923,32.05265045166,3.045137882233,13.389563560486
77768,39.14189004365698,15.952721738418898,359.214263916016,3.226002693176,11.628192901611
40502,322.4539099570192,1.701844720108195,22.428283691405998,0.757260143757,9.646054267883
215497,254.7736437930527,7.035293204457391,25.454010009765994,1.293422698975,10.130974769592
107328,217.91239570229453,12.103031475238954,124.247634887695,1.453936576843,5.214205741882
153815,262.1142288156217,7.715890374710858,55.16835021972699,0.752729535103,11.76342010498
2453,178.1959663388124,7.775893575490601,328.082424163818,2.010952711105,9.357088088989
74823,64.79553431183842,14.516307525613405,309.085227966309,1.554954409599,5.011543750763
137493,29.461956200282884,18.894998131999458,357.290222167969,3.461543083191,10.161269187927
61969,15.025083675936362,6.338655191505392,25.05844879150401,2.395564317703,12.934649467468
197725,241.3493047240753,1.956854900452188,9.460968017577995,1.132006764412,9.097564697266
169257,40.1279240012686,18.40895566377723,341.22859191894497,3.666269540787,9.338436126709
129703,222.3725935058617,15.536576436840598,146.510269165039,2.005492925644,6.331837177277
257513,346.69506541926575,3.456802780660092,3.648330688477003,0.883840084076,10.960511207581
91388,281.2918458434919,11.07428410641453,63.034927368164006,1.126362204552,5.18385887146
75783,308.4180424259176,12.359470121190352,43.38993835449199,1.509058356285,6.173021793365
155234,166.50312016084487,12.39381833907784,197.03271484375,0.935046374798,4.613489151001
221930,215.08594000501404,7.271635155591944,7.913436889647997,1.571295261383,11.386849403381
98620,97.4949428080119,1.8580294040630096,278.821108818054,1.106841802597,10.536227226257
209629,16.30559868085278,7.619304909826897,19.72615814209,3.030129909515,12.960072517395
14974,105.26438397975326,9.675479287469694,310.246150970459,1.153336524963,7.581888198853
143003,332.7887718793902,15.66795404094878,41.84049987793,1.992633223534,6.410907268524
129231,21.518795886395345,5.703760724596316,31.673233032227003,0.763960242271,8.266091346741
254541,42.94684236476292,16.63013781434402,357.53148651123,4.083684921265,13.014016151428
273513,155.229342349885,8.09713662437217,48.29994201660199,0.752479672432,8.738454818726
149763,180.8845811099199,9.217104553110849,159.981079101562,1.232201457024,6.63775062561
255502,154.61045920843617,10.975338178200838,25.70891571044901,3.491082191467,14.73314666748
75649,53.43616820323327,4.263825977756237,2.694007873535,1.23461151123,9.995698928833
157403,153.44887854347525,6.522448665765238,346.44001770019497,0.936150968075,12.927349090576
141501,327.06428632209224,8.798206088396508,23.974014282227003,4.312078475952,13.609839439392
192790,276.0957438001799,7.36527901753179,11.996337890625,2.356387138367,13.228624343872
225615,298.6827118254673,6.940611616245938,9.984046936035,1.603609919548,17.439659118652
109637,208.01858990123213,9.232440727644068,46.426834106445,0.900044858456,10.754446029663
28731,211.11255449906443,7.422220110322599,33.84521484375,1.427868723869,14.403242111206
165473,55.1697161714016,11.289613353968964,340.82408905029297,3.480911970139,12.15619468689
222173,322.2231063296611,13.064489555775012,33.902603149414006,3.840715885162,12.093886375427
99304,182.12674737826737,9.529566623810473,148.732772827148,1.403581380844,8.45555973053
162595,307.07742385919084,4.6057838672671565,12.515586853027004,1.115223765373,10.937808990479
268890,14.587427996567904,10.877662879448,11.134323120117005,2.273756027222,9.34449672699
30527,48.6259359957381,14.358955007092266,337.153762817383,3.267287731171,10.795330047607
258656,118.95404045821856,16.005081932101145,307.138736724854,2.259860277176,8.972770690918
166316,128.18312670053302,14.389560935094242,348.752227783203,2.067338705063,10.365340232849
40752,238.6125027425537,11.044132940430073,70.822418212891,1.504962682724,8.291966438293
195479,262.2651513212927,9.210658065237055,52.735855102539006,1.250356078148,8.332174301147
250583,279.2870887120729,6.981934011213668,40.305084228516,0.769316494465,5.243664264679
55392,263.9064629185193,6.263998991697353,74.85877990722699,0.695895850658,9.992043495178
224232,246.8680694350325,5.376848674208728,30.670524597168,1.364950895309,9.68816947937
184488,217.08863676210947,8.944841953201221,141.736083984375,1.165093779564,9.898729324341
30462,22.781791993129048,15.722514208612582,345.170036315918,3.157059431076,8.79754447937
201854,53.832860405172674,9.929441998022003,2.377288818359005,1.904357910156,11.853742599487
92459,171.0301848566901,12.499617476664978,180.221710205078,1.596301794052,5.584851741791
13193,52.18344550549762,5.028517394758942,22.353866577148,0.65796738863,10.156970977783
131626,355.62653216977986,12.29213931742276,359.74161529541,5.325086593628,13.69757938385
114935,55.12353418476503,19.14197674888081,3.819046020507997,4.680131912231,15.13417339325
28638,358.3941933302874,14.924043123426571,356.271850585938,3.370946884155,9.987989425659
95015,339.91119415952977,6.262586693852181,8.569389343262003,4.850546360016,14.30795955658
223583,57.45708494190575,3.409779921337853,29.566848754883,1.771737456322,10.062783241272
109846,4.272146037991499,10.835893324640503,8.328140258789006,1.728515982628,9.625765800476
221187,203.3506160479916,15.797994693241211,146.533081054688,2.275919437408,6.342652797699
43381,77.29319149821609,12.098439213967962,34.274360656738,2.454088449478,12.988123893738
72077,38.15868760084943,13.984298555460876,355.733673095703,2.348578691483,8.659657478333
40441,246.5055652689692,7.421615985156039,50.80212402343801,1.172000169754,10.136116027832
271127,67.21643370296798,20.792431840495603,328.418563842773,4.555697917938,10.588948249817
213204,56.08745190620608,13.6339425371012,325.36634063720703,3.229490995407,10.513983726501
9252,14.32152371323502,26.179569051218085,355.453002929688,8.654766082764,14.067080497742
117499,54.279325576329526,3.042986879185165,345.549133300781,1.403353333473,10.790348052979
40940,2.401513354647882,19.708600630732327,1.78303527832,8.632576942444,16.91609954834
245753,10.395347792353286,14.162060668134286,16.930946350097997,3.908933162689,15.104454040527
13981,347.7225979377761,8.926864479264832,3.1295166015620026,1.534142494202,8.566729545593
74795,337.93609915401146,6.441476172636079,21.168762207030998,0.960734307766,9.217985153198
34454,15.013249006721477,9.611183779447687,347.770469665527,2.875165224075,10.05951499939
170971,275.3774112593651,9.038199859908511,76.15449523925801,0.860253214836,5.561971187592
9435,108.1840093093234,6.71425342633122,356.94312286377,2.162034511566,14.002949714661
131938,306.65697774586505,7.890185566269568,13.457916259765994,2.81006860733,12.148175239563
176587,306.7728483910453,12.054373630471552,42.13278198242199,4.078136444092,11.730007171631
163296,283.5172661544036,2.5221176709169053,0.0067520141599999,1.224781513214,9.077502250671
62236,222.63607628943305,5.496652803174321,29.620811462402003,1.106562376022,11.237005233765
235919,25.6572258154531,9.81939225699309,41.477783203125,1.317013025284,7.994478702545
226036,347.1547924971153,17.171883074366658,24.797554016113,5.056046962738,12.189512252808
130913,1.6976047219587405,12.81830224023279,12.726127624512005,3.462994813919,10.803873062134
204317,214.6466307974732,6.038040024262265,4.681930541992003,2.294246912003,12.632835388184
94233,200.5231555883189,14.612012642514337,166.06698608398398,1.783963084221,5.718323707581
49256,273.0850558017149,6.166374214228138,37.64820098877,1.731024622917,13.920704841614
254904,4.822250744637173,5.3032928085239375,13.689933776855,1.737850308418,12.959622383118
19102,47.31192217675535,14.00698235716883,325.966773986816,2.438159942627,7.973748207092
247411,272.1122419332331,11.443084304050974,45.45895385742199,1.946143984795,10.144298553467
247524,188.6693725367691,5.35770102822314,27.128898620605,1.763139128685,12.167866706848
127364,338.5791942442989,4.105581873686904,30.193771362305,1.106630682945,8.063258171082
188374,356.3019603365545,5.398583705120032,191.729217529297,0.64333987236,5.195444107056
25690,291.58950861368123,13.494795900248388,42.70863342285199,1.607544660568,6.523810386658
107124,243.9964745141068,17.26897077511474,69.450256347656,3.258279561996,7.420771598816
183924,359.9610245031873,22.859033550405336,359.843032836914,7.736876487732,13.788550376892
60456,204.7618509404664,7.718784257702658,54.54284667968801,0.960635840893,10.06272315979
67758,252.3512924201848,8.588814764255192,76.01127624511699,1.046230792999,7.503175258636
184118,58.45083192197692,3.881102645463003,18.81887054443401,3.361052513123,14.950805664062
53956,135.72791408724223,4.874501356025164,1.9824829101559944,1.803396105766,11.767024993896
271373,155.46545620443172,9.35758337904031,3.1483459472659945,1.692765712738,14.347992897034
3430,336.2379336232919,8.80394050364871,354.003067016602,2.131269931793,8.914880752563
154935,279.9829534051649,4.303236316532527,111.921401977539,0.727227509022,8.878282546997
209393,97.22345113362098,18.46257601094683,353.866424560547,3.825760126114,15.134790420532
32874,81.4562521409316,9.078733510709906,351.417999267578,2.771605491638,12.281607627869
32910,13.471636394064213,4.245756891561411,16.668594360352003,3.485125541687,14.966544151306
196101,53.85096841562549,17.99450987227023,318.058883666992,2.751621484756,7.565739154816
15223,255.69591796831315,2.874936528373829,27.850166320800994,1.66979598999,12.905690193176
125975,73.06862091421547,9.732616721815209,16.117576599120994,1.294432163239,7.325353622437
146289,59.63179475869029,7.731372076067239,3.345054626465,1.694583773613,8.169328689575
262792,188.16139026648733,10.146402922340716,41.601318359375,2.328588724136,13.674789428711
118895,284.2552839237252,5.553806031096089,19.594886779785,1.02594268322,8.034941673279
280463,159.6367326484907,9.14259537329554,345.974563598633,2.508956670761,12.732148170471
72197,351.0027001169432,19.56589811457974,4.160484313965,5.575897216797,12.333446502686
252710,276.6147689833941,7.913621121720931,34.105560302734006,2.465405464172,12.288949966431
28768,212.10617644760345,10.812036333629797,114.092224121094,2.040262937546,13.042220115662
8368,158.67052510405935,7.991067465717002,16.408706665039006,10.904608726501,16.27954864502
104171,357.78608336383445,13.800868601067512,22.277320861815998,2.919927358627,12.846006393433
52450,50.77970695672114,10.39687369903379,25.746940612793,3.793416976929,14.499727249146
32177,293.3717570591396,7.00392263101697,34.247421264648,1.401600956917,9.648057937622
155504,7.113130883811578,12.571343337900034,6.187187194824006,2.462048768997,9.393569946289
28938,295.4524025067542,6.437942531334835,48.93070983886699,0.763993263245,10.094915390015
235136,69.91624240894599,15.322384558512594,317.863628387451,3.362940788269,10.633093833923
57195,238.3154818048324,7.685283439338855,58.532638549805,0.773500025272,7.801383972168
186135,329.73094457909247,15.509575918398957,33.10962677002,3.618333339691,13.714428901672
96376,156.52437223260569,12.49622249310256,335.981185913086,3.092879295349,14.238485336304
277850,272.19738999796425,11.69553807313372,47.49264526367199,1.592019081116,6.570896625519
15658,10.778642289686012,7.297815595951427,12.550407409667995,2.562211751938,11.419520378113
258355,71.7476009733811,8.470230759628487,319.403770446777,1.002596497536,7.043308734894
98656,328.35016357299304,7.896531611113243,43.61735534668,2.475639343262,10.764094352722
61464,38.6891419717285,17.25307953412942,346.518623352051,3.38232254982,8.212682723999
175121,332.6834276327108,10.632756239995722,18.407127380370994,3.858400344849,14.902751922607
162990,77.70242983062923,6.3446302007289,19.865921020508,1.230845451355,8.960892677307
13539,18.55930691451209,8.115414748763698,7.757102966309006,1.078028440475,9.606872558594
81422,49.09571977818872,8.856508430520083,339.289566040039,1.354854226112,9.149300575256
208535,47.506757007653775,5.916913165236423,343.467300415039,2.511182785034,9.974888801575
43842,11.48042204607688,11.021496430471798,31.83725738525401,3.78454875946,14.872352600098
216028,183.69471291415616,9.460167167853632,133.770233154297,1.251480937004,5.002202510834
256409,324.76864491505967,6.752895314553532,14.617393493652004,2.571175813675,11.619734764099
126662,313.17361774805306,9.471765213741724,45.605484008789006,1.620001673698,7.751953601837
157675,172.8717037788985,12.743407128336877,161.760467529297,2.005421876907,8.853063583374
191904,29.9629153623227,17.536070866572018,354.483352661133,4.390370845795,10.906688690186
273137,176.41200319402463,15.552705578923687,317.600666046143,2.865549325943,10.56077671051
253984,169.85590016234437,7.365265973297425,350.352020263672,1.46311044693,13.043020248413
201597,200.94340266150604,8.66922077217586,2.621879577637003,1.574829697609,9.672588348389
279348,30.0006321757103,11.669719776730703,336.554702758789,4.987576961517,11.551887512207
178195,152.6664062681018,5.252185870912895,337.078384399414,1.051134228706,11.513969421387
169715,162.73711925381474,8.397861672783574,234.038818359375,0.838958799839,4.310240268707
186949,144.62313713631536,12.877381433287466,240.399444580078,1.827738165855,5.661377429962
203919,174.05180336691373,10.493051971549038,5.8785705566409945,3.149733304977,13.849050521851
266912,184.42696445169656,4.184355747099086,356.295516967773,1.300977706909,9.983744621277
231912,36.474565428164354,7.123723579408127,343.951240539551,1.556566953659,8.074682235718
278044,87.24960363699918,1.6965483898876192,0.1997756958009944,1.188429832458,16.001331329346
107551,154.44118912565955,7.01416605113003,20.58708953857401,2.115257740021,11.354327201843
258665,72.35250725027817,13.405778815037255,311.301387786865,2.405101299286,8.627873420715
52423,320.7353580466758,20.37537319023471,22.061744689940998,4.893703460693,10.980660438538
94667,35.67544372775655,11.66146024184654,0.6358947753909945,2.267165184021,12.049174308777
180611,22.269749502656776,10.426359661261346,320.985557556152,2.355252504349,9.304169654846
115302,16.264536956692066,6.95947991686465,22.987197875977003,2.505286931992,12.676604270935
105961,192.2517077576841,14.862727798083029,354.380905151367,3.56832242012,13.102828025818
4984,259.04254398531737,7.259266212753681,2.2420959472659945,0.504032611847,8.053079605103
28068,51.00619179613333,15.773996018412918,17.486328125,4.032294750214,14.236504554749
274375,227.7169187573309,7.736277290146674,75.928802490234,0.933825612068,6.155119895935
108337,310.62622288426417,8.364977124771904,38.68525695800801,1.247029185295,10.219528198242
174345,146.9447008565375,12.023279633616296,334.727813720703,2.26454782486,13.117372512817
146522,240.4952163872773,6.482973227223733,52.05302429199199,1.172293663025,7.800522327423
6161,202.9550854662414,6.143929541997773,54.85934448242199,1.479252338409,9.852391242981
175887,44.998249946290976,15.109008752142046,331.655834197998,2.582268238068,7.639609336853
132327,350.3760912554283,9.068616082255566,20.269805908203,6.47783946991,16.268047332764
81533,26.497001856709613,9.677703792319242,345.356178283691,2.051768541336,10.787605285645
215794,11.88748688768914,9.116884540381632,348.014747619629,1.055165886879,5.480068683624
1515,276.0458015996697,5.840709956558086,25.789878845215,4.541588306427,16.40668296814
117778,104.42407596911286,5.779763561921087,9.239120483397995,0.769692182541,8.937357902527
66083,192.360315139018,4.20178878949225,17.286560058594006,0.983991205692,9.530846595764
9055,211.4509074613344,16.308024335683275,129.007080078125,2.68564915657,7.105718135834
125840,214.83825566853923,11.461533755280692,129.473327636719,1.263241291046,4.603460788727
23411,218.551956979922,0.792610395497401,5.006660461425994,0.677405297756,9.3785572052
241694,357.7068420565328,3.79415303285129,21.93173217773401,0.795449435711,13.103784561157
81492,71.73164105192528,5.096752869041381,338.831809997559,1.618473768234,10.858109474182
18466,52.11507022946028,5.511053190372384,30.454544067383,2.733221292496,14.318302154541
34239,320.6886512602117,4.93684073836667,29.74130249023401,2.159331321716,11.997982025146
230167,230.884172345276,2.680098927796223,26.722526550293,1.626706123352,12.783380508423
157716,214.3282544416304,15.581578472981668,142.683364868164,2.002291202545,5.877202033997
157069,1.0404817327684026,11.728234476174968,23.04469299316401,2.511872291565,11.638056755066
164358,223.196233729636,3.8126432393316207,25.774719238280998,2.391293048859,12.446002006531
27080,138.68768711048247,11.404374145829598,325.76615524292,1.729147672653,12.736327171326
49508,323.5074251017708,7.402350786037902,13.722946166992005,0.968673169613,7.457473278046
135733,14.248473366854356,5.075118826764804,27.271392822265994,1.288973093033,8.506722450256
235148,106.20481886346332,7.583260672934236,335.297859191895,2.427355527878,11.070959091187
53704,163.50957145161684,3.496736117896494,346.132705688477,2.668014287949,10.453531265259
89860,347.01505070912594,10.428926505023666,10.719047546387005,3.093534708023,14.125072479248
208568,311.06370515455995,15.047698573015396,39.092712402344006,2.30592083931,7.378775119781
264585,310.8937243577234,10.53307170365882,13.605484008789006,2.966042041779,10.98401927948
162044,308.2930536512475,21.81723316606485,52.479156494140994,5.043405056,10.192000389099
69597,308.8046017642977,8.067434679140996,17.98038482666,3.022409915924,11.947639465332
128914,357.43043179699805,13.280369406140832,336.726379394531,2.441477298737,7.440842151642
78853,81.52312849307587,15.009957717907517,341.34899139404297,4.014379024506,13.46649646759
122563,191.6411149009064,13.383351079597698,47.169418334960994,2.870492219925,15.374517440796
182509,162.47683878762183,8.897315498329961,52.93031311035199,1.754469394684,10.803647994995
83075,204.53903628452056,14.386438275228215,145.553909301758,2.403138875961,6.712487220764
123281,31.323769497032288,15.013413222377796,7.101875305175994,3.786145448685,13.652283668518
205335,322.74069281518723,2.8825405580495453,355.692604064941,1.188318729401,7.220592975616
112820,78.1201148239461,0.1622600001012329,26.60580444335901,5.386456012726,15.095575332642
131381,159.5793225972188,13.279514605483229,25.529342651367003,2.700558900833,11.070775985718
96263,39.96304743838888,14.617586955995677,338.009437561035,7.116374015808,15.122222900391
139559,91.39199423229373,10.413133027686111,318.620941162109,2.133967638016,13.689074516296
33715,126.75407965669376,10.04970602434928,307.53279113769497,1.900182366371,10.342778205872
23978,2.768533734717871,15.27328469222119,352.756393432617,3.773330211639,12.102410316467
74638,300.71876673191724,9.549434472351283,36.792335510254006,1.299344658852,8.760032653809
149753,197.91335256171172,12.302419766171846,155.512344360352,1.670232415199,5.984136104584
24664,359.8518180931381,11.820981812605448,9.078926086425994,1.254639983177,4.902006626129
188635,319.00217024890907,10.977297929181027,45.435363769530994,0.918431580067,4.489589214325
177992,7.58540667663827,11.268499538884656,2.361602783202997,3.587886095047,11.781566619873
33368,313.6130367209524,12.088080443745737,35.636322021484006,3.064491510391,12.988466262817
145290,288.7068620112452,3.987527455736333,355.104034423828,1.092687249184,9.101889610291
52318,45.70141848064673,13.264217148819728,17.850425720215,3.613391160965,13.412802696228
170771,7.37663249484225,5.229022749778296,14.785469055175994,1.704629421234,10.407492637634
62351,150.8655110703718,14.26839188138183,225.49774169921895,2.035221815109,6.310344696045
230437,296.0854786153802,7.553109373819512,31.476264953613,2.529546976089,10.946612358093
